gen_id,seed,img_path,w_npz_path,gene_class_idx,z_dim,w_dim,num_ws,trunc,lat_pred,lat_conf
1390,1390,data/laterality/generated/images/seed1390_latClass_0.png,data/laterality/generated/w/00001390.npz,0,512,512,16,0.7,R,0.8434293270111084
1391,1391,data/laterality/generated/images/seed1391_latClass_0.png,data/laterality/generated/w/00001391.npz,0,512,512,16,0.7,R,0.9958778619766235
1392,1392,data/laterality/generated/images/seed1392_latClass_0.png,data/laterality/generated/w/00001392.npz,0,512,512,16,0.7,R,0.9855378866195679
1393,1393,data/laterality/generated/images/seed1393_latClass_0.png,data/laterality/generated/w/00001393.npz,0,512,512,16,0.7,L,0.801697313785553
1394,1394,data/laterality/generated/images/seed1394_latClass_0.png,data/laterality/generated/w/00001394.npz,0,512,512,16,0.7,R,0.9646568894386292
1395,1395,data/laterality/generated/images/seed1395_latClass_0.png,data/laterality/generated/w/00001395.npz,0,512,512,16,0.7,L,0.9783616662025452
1396,1396,data/laterality/generated/images/seed1396_latClass_0.png,data/laterality/generated/w/00001396.npz,0,512,512,16,0.7,R,0.8759805560112
1397,1397,data/laterality/generated/images/seed1397_latClass_0.png,data/laterality/generated/w/00001397.npz,0,512,512,16,0.7,L,0.8918482661247253
1398,1398,data/laterality/generated/images/seed1398_latClass_0.png,data/laterality/generated/w/00001398.npz,0,512,512,16,0.7,R,0.9323562979698181
1399,1399,data/laterality/generated/images/seed1399_latClass_0.png,data/laterality/generated/w/00001399.npz,0,512,512,16,0.7,L,0.7654203772544861
1400,1400,data/laterality/generated/images/seed1400_latClass_0.png,data/laterality/generated/w/00001400.npz,0,512,512,16,0.7,R,0.9312894344329834
1401,1401,data/laterality/generated/images/seed1401_latClass_0.png,data/laterality/generated/w/00001401.npz,0,512,512,16,0.7,R,0.9866434931755066
1402,1402,data/laterality/generated/images/seed1402_latClass_0.png,data/laterality/generated/w/00001402.npz,0,512,512,16,0.7,R,0.9470860362052917
1403,1403,data/laterality/generated/images/seed1403_latClass_0.png,data/laterality/generated/w/00001403.npz,0,512,512,16,0.7,R,0.9990967512130737
1404,1404,data/laterality/generated/images/seed1404_latClass_0.png,data/laterality/generated/w/00001404.npz,0,512,512,16,0.7,L,0.9649944305419922
1405,1405,data/laterality/generated/images/seed1405_latClass_0.png,data/laterality/generated/w/00001405.npz,0,512,512,16,0.7,R,0.8340073227882385
1406,1406,data/laterality/generated/images/seed1406_latClass_0.png,data/laterality/generated/w/00001406.npz,0,512,512,16,0.7,R,0.9992465972900391
1407,1407,data/laterality/generated/images/seed1407_latClass_0.png,data/laterality/generated/w/00001407.npz,0,512,512,16,0.7,R,0.7519591450691223
1408,1408,data/laterality/generated/images/seed1408_latClass_0.png,data/laterality/generated/w/00001408.npz,0,512,512,16,0.7,L,0.7595701813697815
1409,1409,data/laterality/generated/images/seed1409_latClass_0.png,data/laterality/generated/w/00001409.npz,0,512,512,16,0.7,L,0.9705057144165039
1410,1410,data/laterality/generated/images/seed1410_latClass_0.png,data/laterality/generated/w/00001410.npz,0,512,512,16,0.7,L,0.9763525128364563
1411,1411,data/laterality/generated/images/seed1411_latClass_0.png,data/laterality/generated/w/00001411.npz,0,512,512,16,0.7,L,0.5780577659606934
1412,1412,data/laterality/generated/images/seed1412_latClass_0.png,data/laterality/generated/w/00001412.npz,0,512,512,16,0.7,L,0.828101634979248
1413,1413,data/laterality/generated/images/seed1413_latClass_0.png,data/laterality/generated/w/00001413.npz,0,512,512,16,0.7,L,0.9651345610618591
1414,1414,data/laterality/generated/images/seed1414_latClass_0.png,data/laterality/generated/w/00001414.npz,0,512,512,16,0.7,L,0.7136845588684082
1415,1415,data/laterality/generated/images/seed1415_latClass_0.png,data/laterality/generated/w/00001415.npz,0,512,512,16,0.7,L,0.6502582430839539
1416,1416,data/laterality/generated/images/seed1416_latClass_0.png,data/laterality/generated/w/00001416.npz,0,512,512,16,0.7,L,0.9853270053863525
1417,1417,data/laterality/generated/images/seed1417_latClass_0.png,data/laterality/generated/w/00001417.npz,0,512,512,16,0.7,L,0.592766284942627
1418,1418,data/laterality/generated/images/seed1418_latClass_0.png,data/laterality/generated/w/00001418.npz,0,512,512,16,0.7,L,0.9259242415428162
1419,1419,data/laterality/generated/images/seed1419_latClass_0.png,data/laterality/generated/w/00001419.npz,0,512,512,16,0.7,R,0.9184940457344055
1420,1420,data/laterality/generated/images/seed1420_latClass_0.png,data/laterality/generated/w/00001420.npz,0,512,512,16,0.7,L,0.9870405793190002
1421,1421,data/laterality/generated/images/seed1421_latClass_0.png,data/laterality/generated/w/00001421.npz,0,512,512,16,0.7,L,0.998537540435791
1422,1422,data/laterality/generated/images/seed1422_latClass_0.png,data/laterality/generated/w/00001422.npz,0,512,512,16,0.7,R,0.9770088791847229
1423,1423,data/laterality/generated/images/seed1423_latClass_0.png,data/laterality/generated/w/00001423.npz,0,512,512,16,0.7,R,0.9874780178070068
1424,1424,data/laterality/generated/images/seed1424_latClass_0.png,data/laterality/generated/w/00001424.npz,0,512,512,16,0.7,R,0.7354284524917603
1425,1425,data/laterality/generated/images/seed1425_latClass_0.png,data/laterality/generated/w/00001425.npz,0,512,512,16,0.7,R,0.962261974811554
1426,1426,data/laterality/generated/images/seed1426_latClass_0.png,data/laterality/generated/w/00001426.npz,0,512,512,16,0.7,L,0.8313105702400208
1427,1427,data/laterality/generated/images/seed1427_latClass_0.png,data/laterality/generated/w/00001427.npz,0,512,512,16,0.7,L,0.9384246468544006
1428,1428,data/laterality/generated/images/seed1428_latClass_0.png,data/laterality/generated/w/00001428.npz,0,512,512,16,0.7,L,0.8206930160522461
1429,1429,data/laterality/generated/images/seed1429_latClass_0.png,data/laterality/generated/w/00001429.npz,0,512,512,16,0.7,R,0.9505199790000916
1430,1430,data/laterality/generated/images/seed1430_latClass_0.png,data/laterality/generated/w/00001430.npz,0,512,512,16,0.7,L,0.9567287564277649
1431,1431,data/laterality/generated/images/seed1431_latClass_0.png,data/laterality/generated/w/00001431.npz,0,512,512,16,0.7,R,0.9662649631500244
1432,1432,data/laterality/generated/images/seed1432_latClass_0.png,data/laterality/generated/w/00001432.npz,0,512,512,16,0.7,R,0.9492285251617432
1433,1433,data/laterality/generated/images/seed1433_latClass_0.png,data/laterality/generated/w/00001433.npz,0,512,512,16,0.7,L,0.9419277310371399
1434,1434,data/laterality/generated/images/seed1434_latClass_0.png,data/laterality/generated/w/00001434.npz,0,512,512,16,0.7,R,0.9897046685218811
1435,1435,data/laterality/generated/images/seed1435_latClass_0.png,data/laterality/generated/w/00001435.npz,0,512,512,16,0.7,L,0.9577730298042297
1436,1436,data/laterality/generated/images/seed1436_latClass_0.png,data/laterality/generated/w/00001436.npz,0,512,512,16,0.7,R,0.9847796559333801
1437,1437,data/laterality/generated/images/seed1437_latClass_0.png,data/laterality/generated/w/00001437.npz,0,512,512,16,0.7,L,0.5870779752731323
1438,1438,data/laterality/generated/images/seed1438_latClass_0.png,data/laterality/generated/w/00001438.npz,0,512,512,16,0.7,L,0.9580700993537903
1439,1439,data/laterality/generated/images/seed1439_latClass_0.png,data/laterality/generated/w/00001439.npz,0,512,512,16,0.7,R,0.9972609281539917
1440,1440,data/laterality/generated/images/seed1440_latClass_0.png,data/laterality/generated/w/00001440.npz,0,512,512,16,0.7,L,0.8396680355072021
1441,1441,data/laterality/generated/images/seed1441_latClass_0.png,data/laterality/generated/w/00001441.npz,0,512,512,16,0.7,L,0.9468072652816772
1442,1442,data/laterality/generated/images/seed1442_latClass_0.png,data/laterality/generated/w/00001442.npz,0,512,512,16,0.7,R,0.9885130524635315
1443,1443,data/laterality/generated/images/seed1443_latClass_0.png,data/laterality/generated/w/00001443.npz,0,512,512,16,0.7,L,0.815609335899353
1444,1444,data/laterality/generated/images/seed1444_latClass_0.png,data/laterality/generated/w/00001444.npz,0,512,512,16,0.7,R,0.9850735068321228
1445,1445,data/laterality/generated/images/seed1445_latClass_0.png,data/laterality/generated/w/00001445.npz,0,512,512,16,0.7,L,0.7014086246490479
1446,1446,data/laterality/generated/images/seed1446_latClass_0.png,data/laterality/generated/w/00001446.npz,0,512,512,16,0.7,R,0.9846238493919373
1447,1447,data/laterality/generated/images/seed1447_latClass_0.png,data/laterality/generated/w/00001447.npz,0,512,512,16,0.7,L,0.9084080457687378
1448,1448,data/laterality/generated/images/seed1448_latClass_0.png,data/laterality/generated/w/00001448.npz,0,512,512,16,0.7,L,0.9979740977287292
1449,1449,data/laterality/generated/images/seed1449_latClass_0.png,data/laterality/generated/w/00001449.npz,0,512,512,16,0.7,L,0.6214249730110168
1450,1450,data/laterality/generated/images/seed1450_latClass_0.png,data/laterality/generated/w/00001450.npz,0,512,512,16,0.7,L,0.8518696427345276
1451,1451,data/laterality/generated/images/seed1451_latClass_0.png,data/laterality/generated/w/00001451.npz,0,512,512,16,0.7,L,0.6908174753189087
1452,1452,data/laterality/generated/images/seed1452_latClass_0.png,data/laterality/generated/w/00001452.npz,0,512,512,16,0.7,L,0.7451567053794861
1453,1453,data/laterality/generated/images/seed1453_latClass_0.png,data/laterality/generated/w/00001453.npz,0,512,512,16,0.7,R,0.9972599744796753
1454,1454,data/laterality/generated/images/seed1454_latClass_0.png,data/laterality/generated/w/00001454.npz,0,512,512,16,0.7,R,0.9543895721435547
1455,1455,data/laterality/generated/images/seed1455_latClass_0.png,data/laterality/generated/w/00001455.npz,0,512,512,16,0.7,L,0.9909035563468933
1456,1456,data/laterality/generated/images/seed1456_latClass_0.png,data/laterality/generated/w/00001456.npz,0,512,512,16,0.7,L,0.9937751293182373
1457,1457,data/laterality/generated/images/seed1457_latClass_0.png,data/laterality/generated/w/00001457.npz,0,512,512,16,0.7,L,0.8454204797744751
1458,1458,data/laterality/generated/images/seed1458_latClass_0.png,data/laterality/generated/w/00001458.npz,0,512,512,16,0.7,L,0.9011845588684082
1459,1459,data/laterality/generated/images/seed1459_latClass_0.png,data/laterality/generated/w/00001459.npz,0,512,512,16,0.7,R,0.932637095451355
1460,1460,data/laterality/generated/images/seed1460_latClass_0.png,data/laterality/generated/w/00001460.npz,0,512,512,16,0.7,L,0.9943434000015259
1461,1461,data/laterality/generated/images/seed1461_latClass_0.png,data/laterality/generated/w/00001461.npz,0,512,512,16,0.7,L,0.9445322155952454
1462,1462,data/laterality/generated/images/seed1462_latClass_0.png,data/laterality/generated/w/00001462.npz,0,512,512,16,0.7,L,0.8354735970497131
1463,1463,data/laterality/generated/images/seed1463_latClass_0.png,data/laterality/generated/w/00001463.npz,0,512,512,16,0.7,R,0.9934152364730835
1464,1464,data/laterality/generated/images/seed1464_latClass_0.png,data/laterality/generated/w/00001464.npz,0,512,512,16,0.7,L,0.9950573444366455
1465,1465,data/laterality/generated/images/seed1465_latClass_0.png,data/laterality/generated/w/00001465.npz,0,512,512,16,0.7,R,0.965715765953064
1466,1466,data/laterality/generated/images/seed1466_latClass_0.png,data/laterality/generated/w/00001466.npz,0,512,512,16,0.7,L,0.6748945116996765
1467,1467,data/laterality/generated/images/seed1467_latClass_0.png,data/laterality/generated/w/00001467.npz,0,512,512,16,0.7,R,0.9229852557182312
1468,1468,data/laterality/generated/images/seed1468_latClass_0.png,data/laterality/generated/w/00001468.npz,0,512,512,16,0.7,L,0.9245098829269409
1469,1469,data/laterality/generated/images/seed1469_latClass_0.png,data/laterality/generated/w/00001469.npz,0,512,512,16,0.7,L,0.7778756618499756
1470,1470,data/laterality/generated/images/seed1470_latClass_0.png,data/laterality/generated/w/00001470.npz,0,512,512,16,0.7,L,0.7763715982437134
1471,1471,data/laterality/generated/images/seed1471_latClass_0.png,data/laterality/generated/w/00001471.npz,0,512,512,16,0.7,L,0.909502387046814
1472,1472,data/laterality/generated/images/seed1472_latClass_0.png,data/laterality/generated/w/00001472.npz,0,512,512,16,0.7,R,0.9790861010551453
1473,1473,data/laterality/generated/images/seed1473_latClass_0.png,data/laterality/generated/w/00001473.npz,0,512,512,16,0.7,R,0.750532329082489
1474,1474,data/laterality/generated/images/seed1474_latClass_0.png,data/laterality/generated/w/00001474.npz,0,512,512,16,0.7,L,0.9853217601776123
1475,1475,data/laterality/generated/images/seed1475_latClass_0.png,data/laterality/generated/w/00001475.npz,0,512,512,16,0.7,L,0.8045732378959656
1476,1476,data/laterality/generated/images/seed1476_latClass_0.png,data/laterality/generated/w/00001476.npz,0,512,512,16,0.7,L,0.9851768016815186
1477,1477,data/laterality/generated/images/seed1477_latClass_0.png,data/laterality/generated/w/00001477.npz,0,512,512,16,0.7,L,0.7438967227935791
1478,1478,data/laterality/generated/images/seed1478_latClass_0.png,data/laterality/generated/w/00001478.npz,0,512,512,16,0.7,R,0.6508697271347046
1479,1479,data/laterality/generated/images/seed1479_latClass_0.png,data/laterality/generated/w/00001479.npz,0,512,512,16,0.7,R,0.9947687387466431
1480,1480,data/laterality/generated/images/seed1480_latClass_0.png,data/laterality/generated/w/00001480.npz,0,512,512,16,0.7,R,0.9702017903327942
1481,1481,data/laterality/generated/images/seed1481_latClass_0.png,data/laterality/generated/w/00001481.npz,0,512,512,16,0.7,L,0.7644131779670715
1482,1482,data/laterality/generated/images/seed1482_latClass_0.png,data/laterality/generated/w/00001482.npz,0,512,512,16,0.7,R,0.7331297397613525
1483,1483,data/laterality/generated/images/seed1483_latClass_0.png,data/laterality/generated/w/00001483.npz,0,512,512,16,0.7,L,0.9374284148216248
1484,1484,data/laterality/generated/images/seed1484_latClass_0.png,data/laterality/generated/w/00001484.npz,0,512,512,16,0.7,L,0.5395475625991821
1485,1485,data/laterality/generated/images/seed1485_latClass_0.png,data/laterality/generated/w/00001485.npz,0,512,512,16,0.7,R,0.9979890584945679
1486,1486,data/laterality/generated/images/seed1486_latClass_0.png,data/laterality/generated/w/00001486.npz,0,512,512,16,0.7,R,0.7336117029190063
1487,1487,data/laterality/generated/images/seed1487_latClass_0.png,data/laterality/generated/w/00001487.npz,0,512,512,16,0.7,R,0.6635715365409851
1488,1488,data/laterality/generated/images/seed1488_latClass_0.png,data/laterality/generated/w/00001488.npz,0,512,512,16,0.7,L,0.8904224038124084
1489,1489,data/laterality/generated/images/seed1489_latClass_0.png,data/laterality/generated/w/00001489.npz,0,512,512,16,0.7,L,0.9843473434448242
1490,1490,data/laterality/generated/images/seed1490_latClass_0.png,data/laterality/generated/w/00001490.npz,0,512,512,16,0.7,R,0.9799247980117798
1491,1491,data/laterality/generated/images/seed1491_latClass_0.png,data/laterality/generated/w/00001491.npz,0,512,512,16,0.7,L,0.9688190817832947
1492,1492,data/laterality/generated/images/seed1492_latClass_0.png,data/laterality/generated/w/00001492.npz,0,512,512,16,0.7,L,0.9529387950897217
1493,1493,data/laterality/generated/images/seed1493_latClass_0.png,data/laterality/generated/w/00001493.npz,0,512,512,16,0.7,R,0.9822748899459839
1494,1494,data/laterality/generated/images/seed1494_latClass_0.png,data/laterality/generated/w/00001494.npz,0,512,512,16,0.7,L,0.6234046220779419
1495,1495,data/laterality/generated/images/seed1495_latClass_0.png,data/laterality/generated/w/00001495.npz,0,512,512,16,0.7,R,0.9733535647392273
1496,1496,data/laterality/generated/images/seed1496_latClass_0.png,data/laterality/generated/w/00001496.npz,0,512,512,16,0.7,R,0.5990910530090332
1497,1497,data/laterality/generated/images/seed1497_latClass_0.png,data/laterality/generated/w/00001497.npz,0,512,512,16,0.7,R,0.7172058820724487
1498,1498,data/laterality/generated/images/seed1498_latClass_0.png,data/laterality/generated/w/00001498.npz,0,512,512,16,0.7,L,0.9354065656661987
1499,1499,data/laterality/generated/images/seed1499_latClass_0.png,data/laterality/generated/w/00001499.npz,0,512,512,16,0.7,R,0.9688849449157715
1500,1500,data/laterality/generated/images/seed1500_latClass_0.png,data/laterality/generated/w/00001500.npz,0,512,512,16,0.7,R,0.8399761915206909
1501,1501,data/laterality/generated/images/seed1501_latClass_0.png,data/laterality/generated/w/00001501.npz,0,512,512,16,0.7,R,0.5639623403549194
1502,1502,data/laterality/generated/images/seed1502_latClass_0.png,data/laterality/generated/w/00001502.npz,0,512,512,16,0.7,L,0.8620678186416626
1503,1503,data/laterality/generated/images/seed1503_latClass_0.png,data/laterality/generated/w/00001503.npz,0,512,512,16,0.7,R,0.6858646273612976
1504,1504,data/laterality/generated/images/seed1504_latClass_0.png,data/laterality/generated/w/00001504.npz,0,512,512,16,0.7,R,0.999637246131897
1505,1505,data/laterality/generated/images/seed1505_latClass_0.png,data/laterality/generated/w/00001505.npz,0,512,512,16,0.7,R,0.9965728521347046
1506,1506,data/laterality/generated/images/seed1506_latClass_0.png,data/laterality/generated/w/00001506.npz,0,512,512,16,0.7,R,0.876305878162384
1507,1507,data/laterality/generated/images/seed1507_latClass_0.png,data/laterality/generated/w/00001507.npz,0,512,512,16,0.7,R,0.9994136095046997
1508,1508,data/laterality/generated/images/seed1508_latClass_0.png,data/laterality/generated/w/00001508.npz,0,512,512,16,0.7,R,0.7043182253837585
1509,1509,data/laterality/generated/images/seed1509_latClass_0.png,data/laterality/generated/w/00001509.npz,0,512,512,16,0.7,L,0.9990623593330383
1510,1510,data/laterality/generated/images/seed1510_latClass_0.png,data/laterality/generated/w/00001510.npz,0,512,512,16,0.7,R,0.9941082000732422
1511,1511,data/laterality/generated/images/seed1511_latClass_0.png,data/laterality/generated/w/00001511.npz,0,512,512,16,0.7,R,0.5849307775497437
1512,1512,data/laterality/generated/images/seed1512_latClass_0.png,data/laterality/generated/w/00001512.npz,0,512,512,16,0.7,L,0.9992836117744446
1513,1513,data/laterality/generated/images/seed1513_latClass_0.png,data/laterality/generated/w/00001513.npz,0,512,512,16,0.7,L,0.8350641131401062
1514,1514,data/laterality/generated/images/seed1514_latClass_0.png,data/laterality/generated/w/00001514.npz,0,512,512,16,0.7,L,0.9531282186508179
1515,1515,data/laterality/generated/images/seed1515_latClass_0.png,data/laterality/generated/w/00001515.npz,0,512,512,16,0.7,R,0.9781118631362915
1516,1516,data/laterality/generated/images/seed1516_latClass_0.png,data/laterality/generated/w/00001516.npz,0,512,512,16,0.7,L,0.8383970260620117
1517,1517,data/laterality/generated/images/seed1517_latClass_0.png,data/laterality/generated/w/00001517.npz,0,512,512,16,0.7,R,0.8757432699203491
1518,1518,data/laterality/generated/images/seed1518_latClass_0.png,data/laterality/generated/w/00001518.npz,0,512,512,16,0.7,L,0.7871516942977905
1519,1519,data/laterality/generated/images/seed1519_latClass_0.png,data/laterality/generated/w/00001519.npz,0,512,512,16,0.7,L,0.9505878686904907
1520,1520,data/laterality/generated/images/seed1520_latClass_0.png,data/laterality/generated/w/00001520.npz,0,512,512,16,0.7,L,0.9721189737319946
1521,1521,data/laterality/generated/images/seed1521_latClass_0.png,data/laterality/generated/w/00001521.npz,0,512,512,16,0.7,R,0.9887937903404236
1522,1522,data/laterality/generated/images/seed1522_latClass_0.png,data/laterality/generated/w/00001522.npz,0,512,512,16,0.7,R,0.9985557198524475
1523,1523,data/laterality/generated/images/seed1523_latClass_0.png,data/laterality/generated/w/00001523.npz,0,512,512,16,0.7,L,0.754471480846405
1524,1524,data/laterality/generated/images/seed1524_latClass_0.png,data/laterality/generated/w/00001524.npz,0,512,512,16,0.7,L,0.9864050149917603
1525,1525,data/laterality/generated/images/seed1525_latClass_0.png,data/laterality/generated/w/00001525.npz,0,512,512,16,0.7,L,0.9935245513916016
1526,1526,data/laterality/generated/images/seed1526_latClass_0.png,data/laterality/generated/w/00001526.npz,0,512,512,16,0.7,R,0.9744545817375183
1527,1527,data/laterality/generated/images/seed1527_latClass_0.png,data/laterality/generated/w/00001527.npz,0,512,512,16,0.7,R,0.993731677532196
1528,1528,data/laterality/generated/images/seed1528_latClass_0.png,data/laterality/generated/w/00001528.npz,0,512,512,16,0.7,R,0.9671446084976196
1529,1529,data/laterality/generated/images/seed1529_latClass_0.png,data/laterality/generated/w/00001529.npz,0,512,512,16,0.7,R,0.8630211353302002
1530,1530,data/laterality/generated/images/seed1530_latClass_0.png,data/laterality/generated/w/00001530.npz,0,512,512,16,0.7,L,0.8651376366615295
1531,1531,data/laterality/generated/images/seed1531_latClass_0.png,data/laterality/generated/w/00001531.npz,0,512,512,16,0.7,R,0.7865376472473145
1532,1532,data/laterality/generated/images/seed1532_latClass_0.png,data/laterality/generated/w/00001532.npz,0,512,512,16,0.7,R,0.9957256317138672
1533,1533,data/laterality/generated/images/seed1533_latClass_0.png,data/laterality/generated/w/00001533.npz,0,512,512,16,0.7,R,0.9941216111183167
1534,1534,data/laterality/generated/images/seed1534_latClass_0.png,data/laterality/generated/w/00001534.npz,0,512,512,16,0.7,L,0.9901221394538879
1535,1535,data/laterality/generated/images/seed1535_latClass_0.png,data/laterality/generated/w/00001535.npz,0,512,512,16,0.7,L,0.7291461229324341
1536,1536,data/laterality/generated/images/seed1536_latClass_0.png,data/laterality/generated/w/00001536.npz,0,512,512,16,0.7,R,0.98285311460495
1537,1537,data/laterality/generated/images/seed1537_latClass_0.png,data/laterality/generated/w/00001537.npz,0,512,512,16,0.7,R,0.9445065259933472
1538,1538,data/laterality/generated/images/seed1538_latClass_0.png,data/laterality/generated/w/00001538.npz,0,512,512,16,0.7,L,0.9673759341239929
1539,1539,data/laterality/generated/images/seed1539_latClass_0.png,data/laterality/generated/w/00001539.npz,0,512,512,16,0.7,R,0.8170082569122314
1540,1540,data/laterality/generated/images/seed1540_latClass_0.png,data/laterality/generated/w/00001540.npz,0,512,512,16,0.7,R,0.8071649074554443
1541,1541,data/laterality/generated/images/seed1541_latClass_0.png,data/laterality/generated/w/00001541.npz,0,512,512,16,0.7,R,0.9872418642044067
1542,1542,data/laterality/generated/images/seed1542_latClass_0.png,data/laterality/generated/w/00001542.npz,0,512,512,16,0.7,R,0.994879961013794
1543,1543,data/laterality/generated/images/seed1543_latClass_0.png,data/laterality/generated/w/00001543.npz,0,512,512,16,0.7,L,0.8853980302810669
1544,1544,data/laterality/generated/images/seed1544_latClass_0.png,data/laterality/generated/w/00001544.npz,0,512,512,16,0.7,R,0.8864333033561707
1545,1545,data/laterality/generated/images/seed1545_latClass_0.png,data/laterality/generated/w/00001545.npz,0,512,512,16,0.7,R,0.9979627132415771
1546,1546,data/laterality/generated/images/seed1546_latClass_0.png,data/laterality/generated/w/00001546.npz,0,512,512,16,0.7,R,0.7808223962783813
1547,1547,data/laterality/generated/images/seed1547_latClass_0.png,data/laterality/generated/w/00001547.npz,0,512,512,16,0.7,L,0.7450509667396545
1548,1548,data/laterality/generated/images/seed1548_latClass_0.png,data/laterality/generated/w/00001548.npz,0,512,512,16,0.7,L,0.9929097294807434
1549,1549,data/laterality/generated/images/seed1549_latClass_0.png,data/laterality/generated/w/00001549.npz,0,512,512,16,0.7,R,0.8322524428367615
1550,1550,data/laterality/generated/images/seed1550_latClass_0.png,data/laterality/generated/w/00001550.npz,0,512,512,16,0.7,L,0.9857473969459534
1551,1551,data/laterality/generated/images/seed1551_latClass_0.png,data/laterality/generated/w/00001551.npz,0,512,512,16,0.7,R,0.9815048575401306
1552,1552,data/laterality/generated/images/seed1552_latClass_0.png,data/laterality/generated/w/00001552.npz,0,512,512,16,0.7,R,0.9956609606742859
1553,1553,data/laterality/generated/images/seed1553_latClass_0.png,data/laterality/generated/w/00001553.npz,0,512,512,16,0.7,R,0.9611371755599976
1554,1554,data/laterality/generated/images/seed1554_latClass_0.png,data/laterality/generated/w/00001554.npz,0,512,512,16,0.7,L,0.91019207239151
1555,1555,data/laterality/generated/images/seed1555_latClass_0.png,data/laterality/generated/w/00001555.npz,0,512,512,16,0.7,L,0.9650819301605225
1556,1556,data/laterality/generated/images/seed1556_latClass_0.png,data/laterality/generated/w/00001556.npz,0,512,512,16,0.7,R,0.9444920420646667
1557,1557,data/laterality/generated/images/seed1557_latClass_0.png,data/laterality/generated/w/00001557.npz,0,512,512,16,0.7,L,0.9802737236022949
1558,1558,data/laterality/generated/images/seed1558_latClass_0.png,data/laterality/generated/w/00001558.npz,0,512,512,16,0.7,L,0.9107864499092102
1559,1559,data/laterality/generated/images/seed1559_latClass_0.png,data/laterality/generated/w/00001559.npz,0,512,512,16,0.7,R,0.9873324036598206
1560,1560,data/laterality/generated/images/seed1560_latClass_0.png,data/laterality/generated/w/00001560.npz,0,512,512,16,0.7,L,0.9577725529670715
1561,1561,data/laterality/generated/images/seed1561_latClass_0.png,data/laterality/generated/w/00001561.npz,0,512,512,16,0.7,R,0.999189555644989
1562,1562,data/laterality/generated/images/seed1562_latClass_0.png,data/laterality/generated/w/00001562.npz,0,512,512,16,0.7,R,0.8803420066833496
1563,1563,data/laterality/generated/images/seed1563_latClass_0.png,data/laterality/generated/w/00001563.npz,0,512,512,16,0.7,R,0.5105950832366943
1564,1564,data/laterality/generated/images/seed1564_latClass_0.png,data/laterality/generated/w/00001564.npz,0,512,512,16,0.7,R,0.9587562680244446
1565,1565,data/laterality/generated/images/seed1565_latClass_0.png,data/laterality/generated/w/00001565.npz,0,512,512,16,0.7,R,0.9799211621284485
1566,1566,data/laterality/generated/images/seed1566_latClass_0.png,data/laterality/generated/w/00001566.npz,0,512,512,16,0.7,R,0.9880481958389282
1567,1567,data/laterality/generated/images/seed1567_latClass_0.png,data/laterality/generated/w/00001567.npz,0,512,512,16,0.7,R,0.9974396228790283
1568,1568,data/laterality/generated/images/seed1568_latClass_0.png,data/laterality/generated/w/00001568.npz,0,512,512,16,0.7,R,0.9970182180404663
1569,1569,data/laterality/generated/images/seed1569_latClass_0.png,data/laterality/generated/w/00001569.npz,0,512,512,16,0.7,L,0.8775907158851624
1570,1570,data/laterality/generated/images/seed1570_latClass_0.png,data/laterality/generated/w/00001570.npz,0,512,512,16,0.7,R,0.6251944899559021
1571,1571,data/laterality/generated/images/seed1571_latClass_0.png,data/laterality/generated/w/00001571.npz,0,512,512,16,0.7,R,0.9988773465156555
1572,1572,data/laterality/generated/images/seed1572_latClass_0.png,data/laterality/generated/w/00001572.npz,0,512,512,16,0.7,L,0.5780225396156311
1573,1573,data/laterality/generated/images/seed1573_latClass_0.png,data/laterality/generated/w/00001573.npz,0,512,512,16,0.7,L,0.5008943676948547
1574,1574,data/laterality/generated/images/seed1574_latClass_0.png,data/laterality/generated/w/00001574.npz,0,512,512,16,0.7,R,0.9946190118789673
1575,1575,data/laterality/generated/images/seed1575_latClass_0.png,data/laterality/generated/w/00001575.npz,0,512,512,16,0.7,L,0.6543342471122742
1576,1576,data/laterality/generated/images/seed1576_latClass_0.png,data/laterality/generated/w/00001576.npz,0,512,512,16,0.7,R,0.8902818560600281
1577,1577,data/laterality/generated/images/seed1577_latClass_0.png,data/laterality/generated/w/00001577.npz,0,512,512,16,0.7,L,0.8295785784721375
1578,1578,data/laterality/generated/images/seed1578_latClass_0.png,data/laterality/generated/w/00001578.npz,0,512,512,16,0.7,R,0.9175132513046265
1579,1579,data/laterality/generated/images/seed1579_latClass_0.png,data/laterality/generated/w/00001579.npz,0,512,512,16,0.7,R,0.9833857417106628
1580,1580,data/laterality/generated/images/seed1580_latClass_0.png,data/laterality/generated/w/00001580.npz,0,512,512,16,0.7,L,0.8007702231407166
1581,1581,data/laterality/generated/images/seed1581_latClass_0.png,data/laterality/generated/w/00001581.npz,0,512,512,16,0.7,R,0.9473602771759033
1582,1582,data/laterality/generated/images/seed1582_latClass_0.png,data/laterality/generated/w/00001582.npz,0,512,512,16,0.7,R,0.9946296215057373
1583,1583,data/laterality/generated/images/seed1583_latClass_0.png,data/laterality/generated/w/00001583.npz,0,512,512,16,0.7,L,0.5229692459106445
1584,1584,data/laterality/generated/images/seed1584_latClass_0.png,data/laterality/generated/w/00001584.npz,0,512,512,16,0.7,R,0.9829615950584412
1585,1585,data/laterality/generated/images/seed1585_latClass_0.png,data/laterality/generated/w/00001585.npz,0,512,512,16,0.7,R,0.8055135607719421
